cell_id,voltage_mean,voltage_std,voltage_max,voltage_min,temperature_mean,temperature_max,capacity,capacity_fade,cycle_number,SOH
1,3.7804141760517895,0.2364291975723532,4.1999769,2.6998193,39.96342697380896,41.295536,1484.8078887380275,0.0,0,1.0
1,3.7811049392148655,0.2364153599325825,4.200017,2.6998594,39.93761036415511,41.124866,1473.9379428477232,-10.86994589030428,1,0.9926792240445712
1,3.781842016570536,0.2360475047581513,4.1998968,2.7000198,39.96855303878274,41.243099,1465.939631434611,-7.998311413112106,2,0.9872924588786681
1,3.7826288211052392,0.2356136154468693,4.1998806,2.6999636,39.932417465468816,41.124866,1457.1536905819191,-8.785940852691965,3,0.9813752348934431
1,3.783453793064076,0.2350828314375316,4.1998806,2.7000437,39.959566495353776,41.124866,1450.2068544418926,-6.946836140026562,4,0.9766966254970917
1,3.7840737682045646,0.2346841383399432,4.2000809,2.6998432,39.96187810554742,41.124866,1443.3830932349165,-6.823761206976087,5,0.9721009055667673
1,3.7848138979651256,0.2341603589421031,4.1999207,2.6999636,39.95113607091416,41.087425,1436.7012455846143,-6.681847650302188,6,0.9676007626856696
1,3.785935724617699,0.2335865089322595,4.1999211,2.7000439,39.99579418731192,41.174809,1430.1364805078056,-6.564765076808726,7,0.9631794734895378
1,3.78661378676888,0.2332375505117117,4.2000413,2.7000439,40.00326113397705,41.174809,1423.8675476401072,-6.268932867698368,8,0.9589574236774059
1,3.787357457996529,0.2326948511016034,4.1999612,2.6999238,40.02312589248078,41.212246,1417.2959189301828,-6.5716287099244255,9,0.9545315119080996
1,3.788069290192416,0.232200672539724,4.2000413,2.6999238,39.990410718475616,41.174809,1410.8642521867705,-6.431666743412279,10,0.9501998628158533
1,3.788780659996247,0.2317201946081597,4.1998806,2.6998034,40.03122921387464,41.262188,1404.409155183755,-6.455097003015453,11,0.9458524337295883
1,3.7894593623138784,0.2311956034586405,4.2000012,2.6999238,39.99679340412766,41.212246,1398.4027551367244,-6.006400047030638,12,0.941807196569557
1,3.7900878461448673,0.2308003008068178,4.1998806,2.6998837,39.97665013026059,41.187275,1392.46405374941,-5.938701387314495,13,0.9378075536309934
1,3.790684254502835,0.2303542770530328,4.2000012,2.6999638,40.01545038176692,41.19978,1386.849307787254,-5.614745962155894,14,0.9340260907193653
1,3.792062413620679,0.2293105988436621,4.199955,2.6999977,0.5203090025138987,0.52218843,1374.9286849216537,-11.920622865600308,16,0.9259976966382077
1,3.79335308422478,0.2283974392431838,4.199955,2.6999977,40.01191386833028,41.312096,1362.7134557722034,-12.215229149450352,18,0.9177708888187582
1,3.7940731839853616,0.2278976940418732,4.2000537,2.7001767,40.05129209829004,41.262188,1356.68466989043,-6.028785881773274,19,0.913710575072111
1,3.79464471715122,0.2275222542376338,4.1998734,2.6999962,39.91998354406504,41.174809,1351.150972068544,-5.533697821886108,20,0.909983697094254
1,3.795095263668125,0.2273613806868598,4.1998334,2.7000365,39.95640204146803,41.212246,1345.878413865861,-5.272558202683058,21,0.9064326934643068
1,3.795864884357469,0.2267102523440979,4.2000227,2.6998651,40.01747421075424,41.249683,1339.4997310651738,-6.378682800687102,22,0.9021367284111385
1,3.7962390123068817,0.226703044201593,4.2000628,2.700146,40.02946899255526,41.299629,1334.1741850336907,-5.3255460314831,23,0.8985500381248891
1,3.796921875986635,0.2260462701059742,4.1999502,2.6999531,40.04254699444242,41.362038,1328.6276358271966,-5.546549206494092,24,0.8948145048962718
1,3.797255355020587,0.2261010760347402,4.1999907,2.7001135,40.072927037687606,41.337067,1323.7099382710826,-4.917697556114035,25,0.8915024955828691
1,3.798223550496965,0.2250360699687736,4.2001152,2.7000778,40.07147828033487,41.411942,1317.9805176904415,-5.72942058064109,26,0.8876438007145986
1,3.798335426361933,0.2254427369748279,4.1999545,2.6999974,40.09255409831348,41.312096,1313.6561637589894,-4.324353931452151,27,0.8847314010942493
1,3.798744488471742,0.2253255010632751,4.1999145,2.6998773,40.08129207357534,41.374504,1309.1799103447283,-4.476253414261009,28,0.8817166990252393
1,3.7998695739943305,0.2238793312658614,4.2001953,2.6999574,40.06213982795626,41.3246,1302.8847047542538,-6.295205590474552,29,0.8774769548548167
1,3.7998133757832058,0.2245955124336441,4.1999145,2.6999574,40.143718363048926,41.424446,1299.499729570949,-3.384975183304732,30,0.8751972153619307
1,3.800069106631597,0.2246577882116333,4.1999545,2.6999574,40.10483547649754,41.411942,1295.5452181406445,-3.954511430304592,31,0.8725339001544222
1,3.8016954844472375,0.2234450861822546,4.1999145,2.6999974,40.02165246492631,41.374504,1290.7472078669434,-4.798010273701038,32,0.8693024987656681
1,3.800841462611905,0.2243051663809202,4.1998744,2.7000377,40.03166023306909,41.299629,1286.885420625434,-3.861787241509319,33,0.8667016321681775
1,3.80395939941004,0.2219990732987866,4.1998973,2.6999402,33.89443057992065,41.162304,1273.7611588542077,-13.12426177122643,35,0.8578626019671856
1,3.8024193380214624,0.223327187021349,4.1999373,2.7000604,39.9534752353611,41.187275,1274.1519412944624,0.39078244025472486,36,0.8581257891735702
1,3.803987719697022,0.2215904652713046,4.1999373,2.7000604,27.260292404398736,41.823875,1264.9019248751838,-9.250016419278609,37,0.8518960159554736
1,3.804127578496157,0.2213064517137506,4.2000976,2.6998999,40.00224682833096,41.349533,1264.681510545949,-0.22041432923469984,38,0.8517475695935527
1,3.80381198654188,0.2224528925101523,4.1999774,2.7000203,40.02586284523685,41.337067,1261.5726839596964,-3.1088265862526896,39,0.8496538128120643
1,3.803848803092027,0.2226178706446008,4.2000976,2.6998999,40.07442519589826,41.399475,1258.8649550765165,-2.707728883179925,40,0.8478301904406332
1,3.804810814987552,0.2214881816395282,4.1999774,2.6999803,40.05652424764176,41.349533,1254.4970143976848,-4.367940678831701,41,0.8448884356776355
1,3.80459078169544,0.2223618845964849,4.1999521,2.6998746,40.07293148194508,41.337067,1250.9949626970724,-3.5020517006123555,42,0.8425298465785509
1,3.80465168200127,0.2227463471291121,4.1999121,2.699995,40.03223420157308,41.312096,1247.3280384451818,-3.6669242518905776,43,0.8400602178274489
1,3.804764412742255,0.222947714695976,4.1999922,2.699955,40.03940369030273,41.312096,1244.1450842196075,-3.182954225574349,44,0.8379165369851551
1,3.8064457225091153,0.2218053661823553,4.1999922,2.699955,39.96839936025682,41.299629,1240.2681142721965,-3.8769699474109984,45,0.8353054450204525
1,3.805171080854695,0.2230648509695278,4.1999922,2.699955,39.98122606349771,41.237221,1237.7762339464423,-2.4918803257542095,46,0.8336271940193266
1,3.805567871703307,0.223191575582527,4.2001925,2.7000346,40.017398016479,41.274654,1231.3576891356884,-6.418544810753929,48,0.8293043823886521
1,3.806414911085525,0.2224905642435573,4.1999211,2.6999638,39.93478959917965,41.237221,1223.6108402559605,-7.74684887972785,50,0.8240869741714099
1,3.806226705265246,0.2233026819799665,4.2000813,2.6998434,40.00023532442569,41.19978,1221.0043307068026,-2.606509549157863,51,0.8223315217866753
1,3.808517155394251,0.2202010038916527,4.2001333,2.7001359,40.25311631967273,41.524292,1216.4258153022004,-4.578515404602285,52,0.8192479475146571
1,3.8073016936488937,0.2224129393488321,4.1999726,2.7000155,40.26094645074356,41.499325,1213.7955867801206,-2.630228522079733,53,0.8174765206910057
1,3.807274431757519,0.2228796444649917,4.1999326,2.7000556,40.281472047674455,41.486858,1210.826456441088,-2.9691303390325174,54,0.8154768476278756
1,3.809594974631117,0.2196132157393208,4.1999726,2.6999755,40.31289865478451,41.611675,1206.283078564652,-4.543377876436125,55,0.8124169380524371
1,3.808127213728503,0.2222932938680612,4.2000527,2.7000556,40.32536442096597,41.524292,1203.5750125585255,-2.7080660061265007,56,0.8105930886328141
1,3.80803424416037,0.2229329787542038,4.2001333,2.7000155,40.33174409192282,41.599209,1200.6870450890233,-2.8879674695022004,57,0.8086480777722126
1,3.808511398046357,0.2224663437022575,4.2000928,2.6997349,40.34101856243561,41.599209,1197.3687080046448,-3.318337084378527,58,0.8064132182260401
1,3.808133336898179,0.2234697844976172,4.1999726,2.699775,40.353252347710686,41.574238,1195.1547489444724,-2.2139590601723285,59,0.8049221438069419
1,3.808076907291128,0.2238419603309884,4.2000127,2.6998951,40.32110167725493,41.561733,1192.9634754079684,-2.1912735365040135,60,0.8034463478112954
1,3.8097245905904127,0.2215678703337824,4.1999307,2.7000136,40.362987072219134,41.624142,1191.0598364757757,-1.9036389321927345,61,0.8021642702128186
1,3.808344727401475,0.2237461022823611,4.2000508,2.7000537,40.31705351299447,41.574238,1188.6857357500314,-2.374100725744256,62,0.8005653423355145
1,3.808306878647885,0.2241631865343993,4.2000914,2.6997731,40.32969703608861,41.5368,1185.8856252799906,-2.800110470040863,63,0.798679502092289
1,3.8108319886044346,0.2208442008957722,4.2000914,2.6997731,40.40439818651015,41.649113,1183.6545126355168,-2.2311126444737965,64,0.7971768749434192
1,3.808891109612872,0.223815393452478,4.2000108,2.6998935,40.38431275271587,41.611675,1180.683471121983,-2.9710415135336916,65,0.7951759147275768
1,3.808784877773204,0.2243754722101578,4.1998105,2.6998532,40.40178690553892,41.586704,1177.9242239416244,-2.7592471803586704,66,0.793317595411464
